transaction_id,reconciliation_id,order_id,payment_id,utr,order_amount,gross_amount,fee,tax,net_settled,bank_credit_amount,variance,matching_result,status,tier,match_method,exception_type,confidence_score,reasoning,root_cause_reasoning,evidence_used,financial_impact,action_required,action_status,timestamp,metadata
REC_T1_pay_std_0055,REC_T1_pay_std_0055,ORD_STD_0055,pay_std_0055,UTR9026STD0055,4249.14,4249.14,84.98,15.3,4148.86,4148.86,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹84.98) + 18% GST (₹15.30) = net ₹4148.86, matching bank credit UTR UTR9026STD0055 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹84.98) + 18% GST (₹15.30) = net ₹4148.86, matching bank credit UTR UTR9026STD0055 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-25 00:08:00', 'settlement_date': '2026-08-25 23:08:00', 'bank_txn_date': '2026-08-26'}"
REC_T1_pay_std_0056,REC_T1_pay_std_0056,ORD_STD_0056,pay_std_0056,UTR9026STD0056,4752.45,4752.45,95.05,17.11,4640.29,4640.29,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹95.05) + 18% GST (₹17.11) = net ₹4640.29, matching bank credit UTR UTR9026STD0056 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹95.05) + 18% GST (₹17.11) = net ₹4640.29, matching bank credit UTR UTR9026STD0056 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-25 02:30:00', 'settlement_date': '2026-08-26 02:30:00', 'bank_txn_date': '2026-08-26'}"
REC_T1_pay_std_0057,REC_T1_pay_std_0057,ORD_STD_0057,pay_std_0057,UTR9026STD0057,3832.17,3832.17,76.64,13.8,3741.73,3741.73,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹76.64) + 18% GST (₹13.80) = net ₹3741.73, matching bank credit UTR UTR9026STD0057 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹76.64) + 18% GST (₹13.80) = net ₹3741.73, matching bank credit UTR UTR9026STD0057 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-25 04:06:00', 'settlement_date': '2026-08-26 02:06:00', 'bank_txn_date': '2026-08-26'}"
REC_T1_pay_std_0058,REC_T1_pay_std_0058,ORD_STD_0058,pay_std_0058,UTR9026STD0058,6700.21,6700.21,134.0,24.12,6542.09,6542.09,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹134.00) + 18% GST (₹24.12) = net ₹6542.09, matching bank credit UTR UTR9026STD0058 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹134.00) + 18% GST (₹24.12) = net ₹6542.09, matching bank credit UTR UTR9026STD0058 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-25 06:26:00', 'settlement_date': '2026-08-26 01:26:00', 'bank_txn_date': '2026-08-26'}"
REC_T1_pay_std_0059,REC_T1_pay_std_0059,ORD_STD_0059,pay_std_0059,UTR9026STD0059,12283.88,12283.88,245.68,44.22,11993.98,11993.98,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹245.68) + 18% GST (₹44.22) = net ₹11993.98, matching bank credit UTR UTR9026STD0059 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹245.68) + 18% GST (₹44.22) = net ₹11993.98, matching bank credit UTR UTR9026STD0059 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-25 08:41:00', 'settlement_date': '2026-08-25 21:41:00', 'bank_txn_date': '2026-08-26'}"
REC_T1_pay_std_0060,REC_T1_pay_std_0060,ORD_STD_0060,pay_std_0060,UTR9026STD0060,7545.87,7545.87,150.92,27.17,7367.78,7367.78,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹150.92) + 18% GST (₹27.17) = net ₹7367.78, matching bank credit UTR UTR9026STD0060 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹150.92) + 18% GST (₹27.17) = net ₹7367.78, matching bank credit UTR UTR9026STD0060 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-25 10:21:00', 'settlement_date': '2026-08-26 10:21:00', 'bank_txn_date': '2026-08-26'}"
REC_T1_pay_std_0061,REC_T1_pay_std_0061,ORD_STD_0061,pay_std_0061,UTR9026STD0061,4851.49,4851.49,97.03,17.47,4736.99,4736.99,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹97.03) + 18% GST (₹17.47) = net ₹4736.99, matching bank credit UTR UTR9026STD0061 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹97.03) + 18% GST (₹17.47) = net ₹4736.99, matching bank credit UTR UTR9026STD0061 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-25 12:12:00', 'settlement_date': '2026-08-26 08:12:00', 'bank_txn_date': '2026-08-26'}"
REC_T1_pay_std_0062,REC_T1_pay_std_0062,ORD_STD_0062,pay_std_0062,UTR9026STD0062,2953.19,2953.19,59.06,10.63,2883.5,2883.5,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹59.06) + 18% GST (₹10.63) = net ₹2883.50, matching bank credit UTR UTR9026STD0062 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹59.06) + 18% GST (₹10.63) = net ₹2883.50, matching bank credit UTR UTR9026STD0062 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-25 14:11:00', 'settlement_date': '2026-08-26 06:11:00', 'bank_txn_date': '2026-08-26'}"
REC_T1_pay_std_0063,REC_T1_pay_std_0063,ORD_STD_0063,pay_std_0063,UTR9026STD0063,4871.61,4871.61,97.43,17.54,4756.64,4756.64,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹97.43) + 18% GST (₹17.54) = net ₹4756.64, matching bank credit UTR UTR9026STD0063 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹97.43) + 18% GST (₹17.54) = net ₹4756.64, matching bank credit UTR UTR9026STD0063 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-25 16:04:00', 'settlement_date': '2026-08-26 11:04:00', 'bank_txn_date': '2026-08-26'}"
REC_T1_pay_std_0064,REC_T1_pay_std_0064,ORD_STD_0064,pay_std_0064,UTR9026STD0064,2213.4,2213.4,44.27,7.97,2161.16,2161.16,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹44.27) + 18% GST (₹7.97) = net ₹2161.16, matching bank credit UTR UTR9026STD0064 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹44.27) + 18% GST (₹7.97) = net ₹2161.16, matching bank credit UTR UTR9026STD0064 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-25 18:41:00', 'settlement_date': '2026-08-26 14:41:00', 'bank_txn_date': '2026-08-26'}"
REC_T1_pay_std_0065,REC_T1_pay_std_0065,ORD_STD_0065,pay_std_0065,UTR9026STD0065,17457.43,17457.43,349.15,62.85,17045.43,17045.43,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹349.15) + 18% GST (₹62.85) = net ₹17045.43, matching bank credit UTR UTR9026STD0065 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹349.15) + 18% GST (₹62.85) = net ₹17045.43, matching bank credit UTR UTR9026STD0065 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-25 20:48:00', 'settlement_date': '2026-08-26 11:48:00', 'bank_txn_date': '2026-08-26'}"
REC_T1_pay_std_0066,REC_T1_pay_std_0066,ORD_STD_0066,pay_std_0066,UTR9026STD0066,7612.25,7612.25,152.25,27.4,7432.6,7432.6,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹152.25) + 18% GST (₹27.40) = net ₹7432.60, matching bank credit UTR UTR9026STD0066 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹152.25) + 18% GST (₹27.40) = net ₹7432.60, matching bank credit UTR UTR9026STD0066 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-25 22:30:00', 'settlement_date': '2026-08-26 13:30:00', 'bank_txn_date': '2026-08-26'}"
REC_T1_pay_std_0067,REC_T1_pay_std_0067,ORD_STD_0067,pay_std_0067,UTR9026STD0067,16292.75,16292.75,325.86,58.65,15908.24,15908.24,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹325.86) + 18% GST (₹58.65) = net ₹15908.24, matching bank credit UTR UTR9026STD0067 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹325.86) + 18% GST (₹58.65) = net ₹15908.24, matching bank credit UTR UTR9026STD0067 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-26 00:10:00', 'settlement_date': '2026-08-26 18:10:00', 'bank_txn_date': '2026-08-26'}"
REC_T1_pay_std_0068,REC_T1_pay_std_0068,ORD_STD_0068,pay_std_0068,UTR9026STD0068,17742.9,17742.9,354.86,63.87,17324.17,17324.17,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹354.86) + 18% GST (₹63.87) = net ₹17324.17, matching bank credit UTR UTR9026STD0068 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹354.86) + 18% GST (₹63.87) = net ₹17324.17, matching bank credit UTR UTR9026STD0068 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-26 02:16:00', 'settlement_date': '2026-08-27 02:16:00', 'bank_txn_date': '2026-08-27'}"
REC_T1_pay_std_0069,REC_T1_pay_std_0069,ORD_STD_0069,pay_std_0069,UTR9026STD0069,5491.86,5491.86,109.84,19.77,5362.25,5362.25,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹109.84) + 18% GST (₹19.77) = net ₹5362.25, matching bank credit UTR UTR9026STD0069 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹109.84) + 18% GST (₹19.77) = net ₹5362.25, matching bank credit UTR UTR9026STD0069 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-26 04:44:00', 'settlement_date': '2026-08-27 03:44:00', 'bank_txn_date': '2026-08-27'}"
REC_T1_pay_std_0070,REC_T1_pay_std_0070,ORD_STD_0070,pay_std_0070,UTR9026STD0070,12082.75,12082.75,241.66,43.5,11797.59,11797.59,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹241.66) + 18% GST (₹43.50) = net ₹11797.59, matching bank credit UTR UTR9026STD0070 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹241.66) + 18% GST (₹43.50) = net ₹11797.59, matching bank credit UTR UTR9026STD0070 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-26 06:31:00', 'settlement_date': '2026-08-26 20:31:00', 'bank_txn_date': '2026-08-27'}"
REC_T1_pay_std_0071,REC_T1_pay_std_0071,ORD_STD_0071,pay_std_0071,UTR9026STD0071,5692.39,5692.39,113.85,20.49,5558.05,5558.05,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹113.85) + 18% GST (₹20.49) = net ₹5558.05, matching bank credit UTR UTR9026STD0071 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹113.85) + 18% GST (₹20.49) = net ₹5558.05, matching bank credit UTR UTR9026STD0071 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-26 08:03:00', 'settlement_date': '2026-08-27 05:03:00', 'bank_txn_date': '2026-08-27'}"
REC_T1_pay_std_0072,REC_T1_pay_std_0072,ORD_STD_0072,pay_std_0072,UTR9026STD0072,1566.76,1566.76,31.34,5.64,1529.78,1529.78,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹31.34) + 18% GST (₹5.64) = net ₹1529.78, matching bank credit UTR UTR9026STD0072 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹31.34) + 18% GST (₹5.64) = net ₹1529.78, matching bank credit UTR UTR9026STD0072 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-26 10:20:00', 'settlement_date': '2026-08-26 22:20:00', 'bank_txn_date': '2026-08-27'}"
REC_T1_pay_std_0073,REC_T1_pay_std_0073,ORD_STD_0073,pay_std_0073,UTR9026STD0073,10723.11,10723.11,214.46,38.6,10470.05,10470.05,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹214.46) + 18% GST (₹38.60) = net ₹10470.05, matching bank credit UTR UTR9026STD0073 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹214.46) + 18% GST (₹38.60) = net ₹10470.05, matching bank credit UTR UTR9026STD0073 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-26 12:32:00', 'settlement_date': '2026-08-27 08:32:00', 'bank_txn_date': '2026-08-27'}"
REC_T1_pay_std_0074,REC_T1_pay_std_0074,ORD_STD_0074,pay_std_0074,UTR9026STD0074,1495.39,1495.39,29.91,5.38,1460.1,1460.1,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹29.91) + 18% GST (₹5.38) = net ₹1460.10, matching bank credit UTR UTR9026STD0074 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹29.91) + 18% GST (₹5.38) = net ₹1460.10, matching bank credit UTR UTR9026STD0074 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-26 14:32:00', 'settlement_date': '2026-08-27 03:32:00', 'bank_txn_date': '2026-08-27'}"
REC_T1_pay_std_0075,REC_T1_pay_std_0075,ORD_STD_0075,pay_std_0075,UTR9026STD0075,1699.12,1699.12,33.98,6.12,1659.02,1659.02,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹33.98) + 18% GST (₹6.12) = net ₹1659.02, matching bank credit UTR UTR9026STD0075 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹33.98) + 18% GST (₹6.12) = net ₹1659.02, matching bank credit UTR UTR9026STD0075 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-26 16:04:00', 'settlement_date': '2026-08-27 14:04:00', 'bank_txn_date': '2026-08-27'}"
REC_T1_pay_std_0076,REC_T1_pay_std_0076,ORD_STD_0076,pay_std_0076,UTR9026STD0076,7566.07,7566.07,151.32,27.24,7387.51,7387.51,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹151.32) + 18% GST (₹27.24) = net ₹7387.51, matching bank credit UTR UTR9026STD0076 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹151.32) + 18% GST (₹27.24) = net ₹7387.51, matching bank credit UTR UTR9026STD0076 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-26 18:36:00', 'settlement_date': '2026-08-27 09:36:00', 'bank_txn_date': '2026-08-27'}"
REC_T1_pay_std_0077,REC_T1_pay_std_0077,ORD_STD_0077,pay_std_0077,UTR9026STD0077,11339.18,11339.18,226.78,40.82,11071.58,11071.58,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹226.78) + 18% GST (₹40.82) = net ₹11071.58, matching bank credit UTR UTR9026STD0077 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹226.78) + 18% GST (₹40.82) = net ₹11071.58, matching bank credit UTR UTR9026STD0077 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-26 20:26:00', 'settlement_date': '2026-08-27 18:26:00', 'bank_txn_date': '2026-08-28'}"
REC_T1_pay_std_0078,REC_T1_pay_std_0078,ORD_STD_0078,pay_std_0078,UTR9026STD0078,6036.47,6036.47,120.73,21.73,5894.01,5894.01,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹120.73) + 18% GST (₹21.73) = net ₹5894.01, matching bank credit UTR UTR9026STD0078 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹120.73) + 18% GST (₹21.73) = net ₹5894.01, matching bank credit UTR UTR9026STD0078 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-26 22:16:00', 'settlement_date': '2026-08-27 13:16:00', 'bank_txn_date': '2026-08-27'}"
REC_T1_pay_std_0079,REC_T1_pay_std_0079,ORD_STD_0079,pay_std_0079,UTR9026STD0079,4677.0,4677.0,93.54,16.84,4566.62,4566.62,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹93.54) + 18% GST (₹16.84) = net ₹4566.62, matching bank credit UTR UTR9026STD0079 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹93.54) + 18% GST (₹16.84) = net ₹4566.62, matching bank credit UTR UTR9026STD0079 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-27 00:25:00', 'settlement_date': '2026-08-27 14:25:00', 'bank_txn_date': '2026-08-27'}"
REC_T1_pay_std_0080,REC_T1_pay_std_0080,ORD_STD_0080,pay_std_0080,UTR9026STD0080,8501.43,8501.43,170.03,30.61,8300.79,8300.79,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹170.03) + 18% GST (₹30.61) = net ₹8300.79, matching bank credit UTR UTR9026STD0080 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹170.03) + 18% GST (₹30.61) = net ₹8300.79, matching bank credit UTR UTR9026STD0080 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-27 02:48:00', 'settlement_date': '2026-08-27 15:48:00', 'bank_txn_date': '2026-08-27'}"
REC_T1_pay_std_0081,REC_T1_pay_std_0081,ORD_STD_0081,pay_std_0081,UTR9026STD0081,8520.0,8520.0,170.4,30.67,8318.93,8318.93,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹170.40) + 18% GST (₹30.67) = net ₹8318.93, matching bank credit UTR UTR9026STD0081 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹170.40) + 18% GST (₹30.67) = net ₹8318.93, matching bank credit UTR UTR9026STD0081 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-27 04:36:00', 'settlement_date': '2026-08-27 17:36:00', 'bank_txn_date': '2026-08-27'}"
